city,state,city_geoid,LAT,LON,nearest_bg_geoid,walkability_index
Brock Hall CDP,MD,240338006082,4701044.591229365,-8542928.786435897,240338006082,8.5
Brookeville town,MD,240317013173,4747848.958725695,-8578249.347669693,240317013173,4.833333333
Brooklyn Park CDP,MD,240037502041,4753162.012669869,-8529401.909831641,,
Brookmont CDP,MD,240317058003,4715060.415498601,-8585963.231784213,240317058003,12.33333333
Brookview town,MD,240199701002,4660834.700018419,-8437234.046873424,240199701002,2.5
Broomes Island CDP,MD,240098608013,4637711.65247745,-8521373.770794613,240098608013,4.666666667
Brown Station CDP,MD,240338006071,4700970.257168898,-8549010.170217933,240338006071,6.333333333
Brownsville CDP,MD,240430115021,4775987.433753084,-8645244.75681381,,
Brunswick city,MD,240217754004,4767323.810208476,-8641206.642285284,240217754004,10.33333333
Bryans Road CDP,MD,240178501021,4665162.647364904,-8581873.242372978,240178501021,7.5
Bryantown CDP,MD,240178513021,4657251.134662073,-8554032.571684051,240178513021,2.0
Buckeystown CDP,MD,240217523021,4768208.486745094,-8619260.561272843,240217523021,7.166666667
Burkittsville town,MD,240217525012,4778194.406984155,-8641485.831568193,240217525012,1.833333333
Burnt Mills CDP,MD,240317015054,4726540.658698485,-8571408.431001974,,
Burtonsville CDP,MD,240317014081,4739007.298974343,-8564551.48432758,240317014081,8.166666667
Butlertown CDP,MD,240299502004,4762174.429456449,-8471320.297593307,240299502004,6.166666667
Cabin John CDP,MD,240317058002,4717949.984294457,-8589839.487773126,240317058002,14.66666667
California CDP,MD,240378758032,4621552.294023534,-8515066.408446265,,
Callaway CDP,MD,240378761012,4612523.487086896,-8519161.741193058,,
Calvert Beach CDP,MD,240098611002,4646433.451306475,-8514791.783262478,,
Calverton CDP,MD,240317014242,4729995.168914026,-8566129.215470593,,
Cambridge city,MD,240199706001,4657994.736593499,-8468865.814140806,240199706001,7.5
Camp Springs CDP,MD,240338019042,4693788.147114053,-8562535.488349315,240338019042,9.333333333
Cape St. Claire CDP,MD,240037310041,4727923.697319956,-8509856.210999178,240037310041,8.666666667
Capitol Heights town,MD,240338028032,4704023.404210427,-8561311.41922855,240338028032,10.66666667
Carlos CDP,MD,240010019001,4811415.338689285,-8789417.412327448,240010019001,6.333333333
Carney CDP,MD,240054922003,4779836.520523925,-8518470.781113705,240054922003,7.0
Catonsville CDP,MD,240054004004,4759623.730768575,-8542846.298693217,240054004004,9.666666667
Cavetown CDP,MD,240430112022,4814149.384356574,-8637635.513020635,240430112022,4.333333333
Cearfoss CDP,MD,240430104022,4822316.947557026,-8658022.564564515,,
Cecilton town,MD,240150301002,4779826.1475284705,-8445521.671643494,240150301002,5.166666667
Cedar Heights CDP,MD,240338030011,4707892.231896944,-8561123.289289111,240338030011,12.16666667
Cedarville CDP,MD,240338010032,4672645.635300872,-8551787.03491577,240338010032,7.666666667
Centreville town,MD,240358105003,4727727.480653425,-8467242.99860402,,
Chance CDP,MD,240399302002,4604607.5141060455,-8453467.211618353,240399302002,1.833333333
Charlestown town,MD,240150309071,4805401.767484724,-8458802.086895129,,
Charlotte Hall CDP,MD,240378751002,4645784.668032394,-8547404.943160694,240378751002,7.833333333
Charlton CDP,MD,240430117002,4812955.794393138,-8671160.9361459,,
Chesapeake Beach town,MD,240098604031,4677285.926209947,-8521997.271262545,,
Chesapeake City town,MD,240150302002,4797474.004866594,-8439314.608156351,240150302002,4.0
Chesapeake Landing CDP,MD,240299502003,4760326.985006455,-8477784.731743162,240299502003,4.833333333
Chesapeake Ranch Estates CDP,MD,240098610043,4630070.146517796,-8506740.601090854,240098610043,4.833333333
Chester CDP,MD,240358110002,4715956.991407143,-8492298.56695279,240358110002,6.666666667
Chestertown town,MD,240299503003,4753001.514189075,-8468521.391636292,240299503003,10.5
Cheverly town,MD,240338042002,4711067.370434024,-8561968.092904741,240338042002,13.5
Chevy Chase town,MD,240317054002,4719078.231972561,-8580862.238757592,240317054002,12.16666667
Chevy Chase CDP,MD,240317051002,4720603.334368193,-8579939.177539935,240317051002,11.66666667
Chevy Chase Section Five village,MD,240317051003,4719377.104750939,-8579841.439027019,240317051003,14.83333333
Chevy Chase Section Three village,MD,240317051004,4718701.037601536,-8579859.250145545,240317051004,14.33333333
Chevy Chase View town,MD,240317041004,4724422.324390298,-8580629.247063363,240317041004,11.66666667
Chevy Chase Village town,MD,240317053001,4717343.884025063,-8580432.879481602,240317053001,16.0
Chewsville CDP,MD,240430112021,4814981.671347687,-8641869.995130919,240430112021,7.833333333
Chillum CDP,MD,240338051011,4716898.030409701,-8569250.280033965,240338051011,13.0
Choptank CDP,MD,240119555003,4676262.839103621,-8454648.31141567,240119555003,4.166666667
Church Creek town,MD,240199708042,4650997.137612128,-8477427.84145568,240199708042,2.833333333
Church Hill town,MD,240358103003,4742462.9122075215,-8458140.626480838,,
Clarksburg CDP,MD,240317003161,4753649.558630876,-8601220.569872849,,
Clarysville CDP,MD,240010017003,4814058.020611749,-8781877.409257546,240010017003,11.5
Clear Spring town,MD,240430106001,4816085.566890543,-8675169.439689875,240430106001,6.5
Clinton CDP,MD,240338012161,4686055.113139719,-8560765.953723665,240338012161,6.333333333
Cloverly CDP,MD,240317014072,4736572.044609803,-8571025.157995172,240317014072,9.5
Cobb Island CDP,MD,240178512002,4616744.763899534,-8554789.989499409,240178512002,6.666666667
Cockeysville CDP,MD,240054089001,4790374.533367407,-8530501.189803226,240054089001,12.83333333
Colesville CDP,MD,240317015034,4732110.654718236,-8571665.356386725,240317015034,15.5
College Park city,MD,240339800001,4721138.155570448,-8564431.147958033,,
Colmar Manor town,MD,240338044001,4711191.861014791,-8565353.095980784,240338044001,16.5
Columbia CDP,MD,240276066032,4750525.10345905,-8555910.308854753,240276066032,17.66666667
Coral Hills CDP,MD,240338026002,4703397.9740906,-8562804.21360009,240338026002,15.0
Cordova CDP,MD,240419601001,4702782.733683382,-8460157.179056557,240419601001,3.166666667
Corriganville CDP,MD,240010015021,4821667.781540029,-8771670.859105185,240010015021,4.5
Cottage City town,MD,240338044002,4712851.595107393,-8565973.034225011,240338044002,13.5
Crellin CDP,MD,240230006022,4777493.504004925,-8846389.725840027,,
Cresaptown CDP,MD,240010020001,4807046.319976603,-8775877.622662261,240010020001,11.5
Crisfield city,MD,240399306001,4575959.290034939,-8444088.989796983,240399306001,7.0
Crofton CDP,MD,240037022092,4723740.046526431,-8535979.333264653,240037022092,12.33333333
Croom CDP,MD,240338008001,4684468.250389804,-8544348.889179945,240338008001,3.333333333
Crownsville CDP,MD,240037021002,4724889.572257856,-8526001.767304853,240037021002,6.0
Crumpton CDP,MD,240358101002,4755126.996978038,-8451603.834661966,240358101002,4.166666667
Cumberland city,MD,240010005001,4815400.226427861,-8767295.891797516,240010005001,15.0
Damascus CDP,MD,240317002082,4760563.954349007,-8593512.251732867,240317002082,6.666666667
Dames Quarter CDP,MD,240399302002,4603882.491557261,-8448038.827969309,240399302002,1.833333333
Danville CDP,MD,240010020003,4795014.034180995,-8785060.924055252,240010020003,3.666666667
Dargan CDP,MD,240430115022,4775771.702660357,-8653314.306701414,,
Darlington CDP,MD,240253053002,4814119.026057598,-8482937.154374529,240253053002,5.5
Darnestown CDP,MD,240317006041,4734386.353062559,-8606307.870602101,240317006041,6.666666667
Dawson CDP,MD,240010022001,4790241.851150427,-8788140.243809575,240010022001,4.666666667
Deale CDP,MD,240037070022,4691077.096998724,-8520472.63951664,240037070022,8.333333333
Deal Island CDP,MD,240399302001,4601032.881787641,-8453597.01014462,240399302001,5.5
Deer Park town,MD,240230004003,4782583.580244905,-8830528.36819435,240230004003,3.833333333
Delmar town,MD,240450106032,4642076.315216782,-8411347.701164866,240450106032,6.833333333
Denton town,MD,240119553022,4704414.353332592,-8440739.386319013,240119553022,8.0
Derwood CDP,MD,240317012111,4738030.917352568,-8588324.095544957,240317012111,12.5
Detmold CDP,MD,240010021003,4801826.718820953,-8793253.815938655,,
District Heights city,MD,240338023013,4701476.168368571,-8559181.543411205,240338023013,13.66666667
Downsville CDP,MD,240430109011,4801459.2641449645,-8660837.834486676,,
Drum Point CDP,MD,240098610032,4626205.261257619,-8508814.928482298,240098610032,6.833333333
Dundalk CDP,MD,240054204022,4759964.208392833,-8515554.878371866,240054204022,16.33333333
Dunkirk CDP,MD,240098601033,4681385.150614547,-8535620.327906845,,
Eagle Harbor town,MD,240338009002,4659918.61606066,-8536773.041234009,240338009002,4.166666667
Eakles Mill CDP,MD,240430115012,4788797.459152019,-8647961.508986618,,
East New Market town,MD,240199703001,4664112.144627006,-8451723.725753548,240199703001,5.166666667
Easton town,MD,240419604002,4689673.5077418825,-8468126.87536092,240419604002,13.33333333
East Riverdale CDP,MD,240338066011,4715909.462162549,-8561695.58279128,240338066011,16.33333333
Eckhart Mines CDP,MD,240010017003,4815967.436290021,-8782452.151788512,240010017003,11.5
Eden CDP,MD,240399301022,4618804.2918507755,-8421851.140399173,240399301022,3.666666667
Edesville CDP,MD,240299505002,4743734.865067215,-8483350.594963335,240299505002,7.833333333
Edgemere CDP,MD,240054521002,4753330.272995479,-8511084.73289957,240054521002,5.833333333
Edgemont CDP,MD,240430102001,4819058.956132499,-8632486.763932465,240430102001,3.0
Edgewater CDP,MD,240037011042,4713031.06528732,-8521662.978831694,,
Edgewood CDP,MD,240253016013,4782054.570556998,-8493326.045852812,240253016013,13.0
Edmonston town,MD,240338075003,4714507.020197787,-8564052.884328319,,
Eldersburg CDP,MD,240135052072,4779735.096139039,-8566322.577426102,240135052072,9.666666667
Eldorado town,MD,240199701002,4662120.402894026,-8436935.487999117,240199701002,2.5
Elkridge CDP,MD,240276012041,4749711.642415125,-8542778.171164852,240276012041,12.83333333
Elkton town,MD,240150305082,4808819.012517637,-8440431.47660748,,
Ellerslie CDP,MD,240010015021,4824426.051842761,-8769324.355558753,240010015021,4.5
Ellicott City CDP,MD,240276023061,4761383.036940847,-8553116.412274823,240276023061,14.66666667
Elliott CDP,MD,240199709001,4623047.721953375,-8461474.422591113,240199709001,4.5
Emmitsburg town,MD,240217668004,4823193.612908485,-8607367.854793435,240217668004,11.5
Ernstville CDP,MD,240430106003,4812375.602415737,-8685586.940277291,240430106003,2.666666667
Essex CDP,MD,240054505045,4764931.054741581,-8509754.576304084,,
Fairland CDP,MD,240317014141,4733259.267010399,-8566318.01332698,240317014141,11.66666667
Fairlee CDP,MD,240299504002,4754077.348251885,-8478797.293831417,240299504002,5.0
Fairmount CDP,MD,240399308003,4594943.551548714,-8440306.57613881,,
Fairmount Heights town,MD,240338030012,4707585.114621044,-8562176.371672016,240338030012,16.5
Fairplay CDP,MD,240430109021,4798694.76236876,-8654679.640255993,,
Fairview CDP,MD,240430104021,4824045.465639443,-8665177.736154743,,
Fairwood CDP,MD,240338005143,4715186.6728718225,-8546725.782947363,,
Fallston CDP,MD,240253033001,4798425.426633882,-8509099.906378727,240253033001,6.5
Federalsburg town,MD,240119556001,4677686.546809525,-8434952.219951143,240119556001,6.0
Ferndale CDP,MD,240037508012,4748487.4805498235,-8530758.449146448,240037508012,13.16666667
Finzel CDP,MD,240230003001,4822691.391008246,-8788896.103152063,240230003001,6.166666667
Fishing Creek CDP,MD,240199708041,4627135.9370285105,-8484958.938966317,240199708041,4.5
Flintstone CDP,MD,240010001002,4822953.278273864,-8747016.486201234,240010001002,4.166666667
Flower Hill CDP,MD,240317007152,4745828.387996957,-8592132.89192245,240317007152,13.66666667
Forest Glen CDP,MD,240317040001,4724381.203024658,-8576619.63032448,240317040001,12.5
Forest Heights town,MD,240338015002,4693603.016883006,-8572902.22724893,240338015002,12.5
Forestville CDP,MD,240338022032,4700456.366367148,-8557214.416689398,240338022032,8.0
Fort Meade CDP,MD,240037406032,4736823.519802688,-8543022.628766635,240037406032,6.833333333
Fort Ritchie CDP,MD,240430101001,4822971.79873835,-8627971.75670538,240430101001,5.333333333
Fort Washington CDP,MD,240338013071,4683336.416425159,-8572565.040511318,240338013071,12.33333333
Fountainhead-Orchard Hills CDP,MD,240430103004,4820682.900622137,-8651450.039189098,,
Four Corners CDP,MD,240317021022,4725011.3668713095,-8572736.695166118,240317021022,17.5
Franklin CDP,MD,240010022002,4793392.662466358,-8799979.628252896,240010022002,10.5
Frederick city,MD,240217507022,4784043.220833482,-8617747.061476018,240217507022,14.5
Frenchtown-Rumbly CDP,MD,240399308003,4589948.446087802,-8443953.291337706,,
Friendly CDP,MD,240338013051,4687392.248971342,-8567921.904550329,240338013051,11.0
Friendship CDP,MD,240037080011,4683903.958864254,-8525717.123366894,240037080011,7.0
Friendship Heights Village CDP,MD,240317056022,4716417.549868969,-8581596.390799375,240317056022,16.66666667
Friendsville town,MD,240230001001,4817010.7064647125,-8839258.933218284,240230001001,6.5
Frostburg city,MD,240010017001,4815286.441325962,-8786090.40670611,240010017001,2.5
Fruitland city,MD,240450104004,4624785.993855953,-8418703.693116486,240450104004,6.833333333
Fulton CDP,MD,240276051053,4743627.0565084675,-8561763.376361173,,
Funkstown town,MD,240430111003,4808958.731956613,-8650096.28286156,240430111003,9.5
Gaithersburg city,MD,240317007231,4742979.798686093,-8593322.674640048,240317007231,18.66666667
Galena town,MD,240299501001,4770846.141984732,-8446797.504327474,240299501001,6.0
Galestown town,MD,240199701002,4659210.892720613,-8428645.859478213,240199701002,2.5
Galesville CDP,MD,240037014002,4698888.838241311,-8521993.263760878,240037014002,6.333333333
Gambrills CDP,MD,240037410002,4734962.34983398,-8532754.073657898,240037410002,7.666666667
Gapland CDP,MD,240430115021,4779413.541505234,-8644881.076037388,,
Garrett Park town,MD,240317012021,4726848.063910481,-8582014.395487303,240317012021,17.0
Garretts Mill CDP,MD,240430115021,4772410.898944178,-8648290.012803951,,
Garrison CDP,MD,240054037041,4779458.7775118295,-8543976.525483241,,
Georgetown CDP,MD,240299504001,4753460.457547301,-8481629.2616772,240299504001,4.0
Germantown CDP,MD,240317008181,4746662.501121876,-8600961.752056755,240317008181,15.66666667
Gilmore CDP,MD,240010019002,4805566.28279469,-8788799.255195072,240010019002,9.0
Girdletree CDP,MD,240479514001,4593403.531558985,-8393518.21492196,240479514001,2.166666667
Glassmanor CDP,MD,240338017093,4695654.779402332,-8569725.28030118,,
Glenarden city,MD,240338035081,4711547.740785184,-8555759.025666766,240338035081,13.83333333
Glen Burnie CDP,MD,240037303001,4744080.836388773,-8527851.785922345,240037303001,13.16666667
Glen Echo town,MD,240317058003,4717112.793673613,-8587308.082552487,240317058003,12.33333333
Glenmont CDP,MD,240317032061,4731762.655231994,-8576791.396298774,240317032061,10.83333333
Glenn Dale CDP,MD,240338004083,4719436.536660254,-8549372.737799445,240338004083,6.833333333
Golden Beach CDP,MD,240378750002,4648841.687801743,-8538281.642973239,240378750002,4.333333333
Goldsboro town,MD,240119550002,4725970.1565498,-8435897.322427979,240119550002,5.5
Gorman CDP,MD,240230007001,4763685.769287736,-8833507.72304594,240230007001,3.333333333
Graceham CDP,MD,240217530023,4810501.988553237,-8614684.10568684,240217530023,6.666666667
Grahamtown CDP,MD,240010017001,4814467.862925648,-8785588.912400084,240010017001,2.5
Grantsville town,MD,240230002001,4821996.193216397,-8811254.845516874,240230002001,8.166666667
Grasonville CDP,MD,240358107001,4715579.769948468,-8482300.629526172,240358107001,4.5
Greenbelt city,MD,240338067081,4720908.124567574,-8558843.466117667,240338067081,14.0
Greensboro town,MD,240119551002,4718285.051728249,-8438916.418337783,240119551002,7.166666667
Greensburg CDP,MD,240430102001,4819657.616620813,-8634111.694539573,240430102001,3.0
Green Valley CDP,MD,240217521024,4770756.323396613,-8598350.976039179,240217521024,5.333333333
Hagerstown city,MD,240430004003,4813791.451419433,-8652050.385202946,240430004003,11.0
Halfway CDP,MD,240430010023,4810248.664278995,-8657435.688209053,240430010023,7.666666667
Hampstead town,MD,240135082004,4810093.609288902,-8555437.31233837,240135082004,2.833333333
Hampton CDP,MD,240054901002,4782702.758978048,-8523340.78619693,240054901002,5.333333333
Hancock town,MD,240430107004,4823104.77089452,-8701095.415137157,,
Havre de Grace city,MD,240253064004,4800268.485983114,-8472924.522775127,240253064004,6.166666667
Hebron town,MD,240450107041,4639534.10967852,-8425456.444747496,,
Henderson town,MD,240119550001,4732412.063203124,-8434241.111043956,240119550001,3.666666667
Herald Harbor CDP,MD,240037021003,4729017.50650338,-8524281.10193566,240037021003,7.166666667
Highfield-Cascade CDP,MD,240430101001,4824409.120513149,-8626655.62636573,240430101001,5.333333333
Highland CDP,MD,240276051032,4748525.253124088,-8566784.108034931,240276051032,7.166666667
Highland Beach town,MD,240037026023,4711812.619594163,-8512269.506240083,240037026023,13.16666667
Hillandale CDP,MD,240317015091,4725445.39746615,-8568840.290349372,240317015091,14.5
Hillcrest Heights CDP,MD,240338018072,4698271.8698679535,-8568326.105621401,240338018072,9.5
Hillsboro town,MD,240119552021,4709795.650669582,-8453800.168215316,240119552021,3.833333333
Honeygo CDP,MD,240054113092,4779847.037599696,-8508150.46244175,240054113092,9.666666667
Hughesville CDP,MD,240178514021,4655625.903438735,-8546307.778259436,,
Huntingtown CDP,MD,240098606003,4666295.174628131,-8529470.816596443,240098606003,5.833333333
Hurlock town,MD,240199702004,4668198.957942268,-8445496.513438575,240199702004,4.5
Hutton CDP,MD,240230006022,4781219.39432633,-8847678.02630698,,
Hyattsville city,MD,240338061001,4716116.04420369,-8566584.178229466,240338061001,14.66666667
Ilchester CDP,MD,240276011041,4752674.921315964,-8545113.20880373,240276011041,6.166666667
Indian Head town,MD,240178502021,4664339.613826257,-8588928.115102,240178502021,8.833333333
Indian Springs CDP,MD,240430106003,4814579.614732943,-8683744.26874619,240430106003,2.666666667
Jarrettsville CDP,MD,240253042021,4808092.127248021,-8512869.74093444,240253042021,6.833333333
Jefferson CDP,MD,240217525013,4774140.044152074,-8631788.011488756,240217525013,6.666666667
Jennings CDP,MD,240230002002,4815016.658700366,-8814666.565270707,240230002002,2.666666667
Jessup CDP,MD,240037401062,4743050.565818911,-8546708.4171068,,
Jesterville CDP,MD,240450108004,4620542.414405144,-8448028.252617685,240450108004,4.666666667
